大区域,小区域,小区名,该房源建筑时间,小区建造时间,楼栋数量,房屋数量,地铁距离,物业公司,物业费,开发商,房屋类型,房源链接,房源标题,房源户型,房源楼层,房源总楼,电梯,装修,面积,朝向,住宅类型,关注,发布时间,房屋总价,房屋单价,笋度
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102161175.html,朗诗里程精装修两房户型方正视野采光好,2室2厅1厨1卫,低楼层 (共18层),['共18层'],有,精装,69.94㎡,南,普通住宅,3,2019-05-11,132,18874,1.1120014140104872
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101626178.html,光谷东 东湖高新区 朗诗里程自住精装两房,2室1厅1厨1卫,高楼层 (共34层),['共34层'],有,精装,68.71㎡,南,普通住宅,15,2018-12-15,135,19648,1.1576032522241206
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101898408.html,朗诗里程 3室2厅 160万,3室2厅1厨1卫,低楼层 (共17层),['共17层'],有,精装,89㎡,南,普通住宅,15,2019-03-17,160,17978,1.0592116891533612
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101961960.html,朗诗里程 精装小两房 两证两年 免增值税 楼层好,2室2厅1厨1卫,高楼层 (共34层),['共34层'],有,精装,68.5㎡,南,普通住宅,11,2019-03-30,138,20146,1.1869439698344428
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101450956.html,光谷东朗诗里程精装两房带家具家电诚心出售可预约看房,2室2厅1厨1卫,高楼层 (共34层),['共34层'],有,精装,70㎡,南,普通住宅,2,2018-10-22,155,22143,1.304601425793908
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101468772.html,中间楼层，采光好。视野辽阔，业主诚心出售，看房方便,2室1厅1厨1卫,低楼层 (共34层),['共34层'],有,精装,68.57㎡,南,普通住宅,6,2018-10-27,139,20272,1.1943675248924763
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101478197.html,朗诗里程 正规三房 清水毛坯 装修随心随性,3室2厅1厨1卫,低楼层 (共15层),['共15层'],有,毛坯,89.83㎡,南 北,普通住宅,12,2018-10-30,160,17812,1.0494314499499204
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101642402.html,光谷东 未来科技城 华为 朗诗里程2房 婚房,2室2厅1厨1卫,高楼层 (共34层),['共34层'],有,精装,70㎡,南,普通住宅,11,2018-12-20,135,19286,1.1362752607081836
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101842098.html,朗诗里程 南北通透大三房 楼层好 视野好,3室2厅1厨2卫,高楼层 (共30层),['共30层'],有,毛坯,108㎡,南 北,普通住宅,1,2019-03-05,200,18519,1.0910858422199965
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101898867.html,光谷东 朗诗里程 清水毛坯 看房方便,2室2厅1厨1卫,低楼层 (共27层),['共27层'],有,毛坯,85.04㎡,南,普通住宅,2,2019-03-17,141,16581,0.9769044953750073
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101907548.html,光谷东朗诗里程大两房*三房,2室2厅1厨1卫,高楼层 (共27层),['共27层'],有,毛坯,85.04㎡,南 北,普通住宅,12,2019-03-19,135,15875,0.9353090202085665
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101953065.html,光谷东朗诗里程+精装两房+看房方便,2室1厅1厨1卫,低楼层 (共34层),['共34层'],有,简装,68.57㎡,南,普通住宅,1,2019-03-28,136,19834,1.1685618335002652
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线豹澥站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102202995.html,产证满两年！自住装修，中间楼层 看房方便，业主诚心,3室1厅1厨1卫,低楼层 (共17层),['共17层'],有,精装,89.66㎡,南,普通住宅,1,2019-05-19,165,18403,1.084251458198315
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101907734.html,两证两年 免增值税 楼层好视野开阔,2室2厅1厨1卫,高楼层 (共34层),['共34层'],有,简装,68.57㎡,南,普通住宅,24,2019-03-19,127,18522,1.091262593530902
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线豹澥站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101382627.html,光谷东大型小区朗诗里程不动产满二出售,3室2厅1厨1卫,高楼层 (共17层),['共17层'],有,精装,88.31㎡,南,普通住宅,48,2018-10-01,175,19817,1.167560242738467
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102156574.html,朗诗里程 3室2厅 166万,3室2厅1厨1卫,高楼层 (共34层),['共34层'],有,其他,89㎡,南,普通住宅,5,2019-05-10,166,18652,1.098921817003476
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102158419.html,朗诗里程 2室2厅 160万,2室2厅1厨1卫,低楼层 (共27层),['共27层'],有,精装,85.54㎡,南,普通住宅,0,2019-05-10,160,18705,1.1020444234961408
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101339535.html,光谷东 朗诗里程 精装三房 高楼层 采光充足 户型方正,3室2厅1厨1卫,高楼层 (共34层),['共34层'],有,精装,88.78㎡,南 北,普通住宅,19,2018-09-19,177,19937,1.1746302951746892
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102158582.html,光谷东地铁口精装修通透3房直接拎包入住,3室2厅1厨1卫,中楼层 (共34层),['共34层'],有,精装,87.86㎡,南 北,普通住宅,4,2019-05-10,165,18780,1.1064632062687798
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102103600.html,朗诗里程 2室1厅 135万,2室1厅1厨1卫,中楼层 (共34层),['共34层'],有,简装,70㎡,南,普通住宅,1,2019-04-30,135,19286,1.1362752607081836
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102113285.html,朗诗里程更大社区距离光谷六路站630米,3室2厅1厨1卫,低楼层 (共18层),['共18层'],有,其他,89㎡,南 北,普通住宅,0,2019-05-02,170,19102,1.1254345136393096
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线豹澥站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101934624.html,11号线地铁口 朗诗里程 精装三房 中间楼层 诚意出售,3室2厅1厨1卫,高楼层 (共17层),['共17层'],有,精装,89㎡,南,普通住宅,1,2019-03-25,178,20000,1.178342072703706
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102185380.html,朗诗里程 2室1厅 135万,2室1厅1厨1卫,高楼层 (共34层),['共34层'],有,其他,68.71㎡,南,普通住宅,0,2019-05-16,135,19648,1.1576032522241206
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101967028.html,光谷东，11号线，面积86平报价153万，价格可以谈,3室2厅1厨1卫,低楼层 (共27层),['共27层'],有,精装,86㎡,南,普通住宅,6,2019-03-31,153,17791,1.0481941907735817
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101954770.html,朗诗里程70.21两房  两室两厅一厨一卫带装修,2室2厅1厨1卫,低楼层 (共34层),['共34层'],有,简装,70.21㎡,南,普通住宅,5,2019-03-29,130,18516,1.0909090909090908
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102138593.html,朗诗里程 4室2厅 215万,4室2厅1厨1卫,低楼层 (共27层),['共27层'],有,其他,108㎡,南,普通住宅,0,2019-05-07,215,19908,1.1729216991692688
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102180482.html,朗诗里程 3室2厅 190万,3室2厅1厨2卫,中楼层 (共30层),['共30层'],有,其他,108㎡,南 北,普通住宅,2,2019-05-15,190,17593,1.0365286042538149
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102183675.html,朗诗里程 2室2厅 140万,2室2厅1厨1卫,中楼层 (共30层),['共30层'],有,其他,84.05㎡,南,普通住宅,1,2019-05-15,140,16657,0.9813821952512815
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102101385.html,光谷六路朗诗里程华为基地小米很好的三房更易改造,3室2厅1厨1卫,中楼层 (共30层),['共30层'],有,毛坯,84.06㎡,南,普通住宅,0,2019-04-29,151,17964,1.0583868497024687
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102103007.html,朗诗里程 2室2厅 125万,2室2厅1厨1卫,低楼层 (共18层),['共18层'],有,其他,74.94㎡,南 北,普通住宅,6,2019-04-30,125,16681,0.9827962057385259
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102114558.html,光谷东朗诗里程经典两房业主换房诚心卖,2室2厅1厨1卫,低楼层 (共26层),['共26层'],有,毛坯,70㎡,南,普通住宅,6,2019-05-03,120,17143,1.0100159076179815
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102119666.html,朗诗里程 3室2厅 190万,3室2厅1厨2卫,高楼层 (共27层),['共27层'],有,其他,108㎡,南,普通住宅,1,2019-05-04,190,17593,1.0365286042538149
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102119679.html,朗诗里程 2室2厅 168万,2室2厅1厨1卫,高楼层 (共27层),['共27层'],有,其他,86㎡,南,普通住宅,0,2019-05-04,168,19535,1.1509456195133447
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102119702.html,朗诗里程 2室2厅 158万,2室2厅1厨1卫,高楼层 (共15层),['共15层'],有,其他,81.64㎡,南,普通住宅,0,2019-05-04,158,19354,1.1402816237553761
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,暂无地铁,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102119704.html,朗诗里程 2室2厅 150万,2室2厅1厨1卫,高楼层 (共18层),['共18层'],有,其他,83㎡,南,普通住宅,0,2019-05-04,150,18073,1.0648088139987038
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线豹澥站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102119734.html,朗诗里程 2室1厅 150万,2室1厅1厨1卫,低楼层 (共17层),['共17层'],有,毛坯,78㎡,南,普通住宅,2,2019-05-04,150,19231,1.1330348200082483
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102121786.html,光谷东 朗诗里程 大四房 朝向南北  价格可以谈,4室2厅1厨2卫,中楼层 (共27层),['共27层'],有,毛坯,131㎡,南 北,普通住宅,2,2019-05-04,215,16413,0.9670064219642962
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102128168.html,光谷东 朗诗里程 近地铁 精装满二两房 诚心出售,2室2厅1厨1卫,低楼层 (共34层),['共34层'],有,精装,70.71㎡,南,普通住宅,0,2019-05-05,142,20083,1.1832321923054263
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102138609.html,朗诗里程 3室1厅 160万,3室1厅1厨1卫,低楼层 (共27层),['共27层'],有,其他,89㎡,南,普通住宅,3,2019-05-07,160,17978,1.0592116891533612
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102158577.html,光谷东  朗诗里程 毛坯三房南北朝向,3室1厅1厨1卫,低楼层 (共27层),['共27层'],有,其他,90㎡,南,普通住宅,1,2019-05-10,160,17778,1.047428268426324
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102054225.html,朗诗里程 2室2厅 135万,2室2厅1厨1卫,高楼层 (共17层),['共17层'],有,精装,70.71㎡,南,普通住宅,0,2019-04-19,135,19093,1.1249042597065928
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102075726.html,朗诗里程 3室2厅 165万,3室2厅1厨1卫,低楼层 (共34层),['共34层'],有,精装,89㎡,南 北,普通住宅,1,2019-04-24,165,18540,1.0923231013963353
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102078593.html,光谷东地铁口 精装通透三房 户型方正 房东诚售,3室2厅1厨1卫,低楼层 (共34层),['共34层'],有,精装,89㎡,南 北,普通住宅,2,2019-04-24,165,18540,1.0923231013963353
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102101039.html,朗诗里程 2室1厅 160万,2室1厅1厨1卫,高楼层 (共27层),['共27层'],有,毛坯,90.32㎡,南,普通住宅,0,2019-04-29,160,17715,1.0437164908973076
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102103673.html,诚心出售，三房采光通风好，户型更好,3室2厅1厨1卫,高楼层 (共34层),['共34层'],有,其他,89㎡,南,普通住宅,1,2019-04-30,170,19102,1.1254345136393096
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102103700.html,朗诗里程 3室2厅 165万,3室2厅1厨1卫,高楼层 (共34层),['共34层'],有,其他,88.78㎡,南 北,普通住宅,1,2019-04-30,165,18586,1.0950332881635538
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104102039822.html,朗诗里程毛坯两房 采光好 业主诚心出售,2室2厅1厨1卫,高楼层 (共18层),['共18层'],有,毛坯,69.5㎡,南,普通住宅,2,2019-04-16,125,17986,1.0596830259824428
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线豹澥站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101836751.html,光谷东 未来科技城 朗诗里程两房 满两年,2室2厅1厨1卫,低楼层 (共17层),['共17层'],有,简装,67.74㎡,南,普通住宅,4,2019-03-04,125,18453,1.0871973133800743
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101565852.html,朗诗里程 精装修大两房 无贷款 中间楼层 采光好,2室2厅1厨1卫,高楼层 (共15层),['共15层'],有,精装,81.64㎡,南,普通住宅,3,2018-11-26,155,18986,1.118600129617628
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线豹澥站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101670236.html,光谷东，朗诗里程，好不动产证满两年诚心卖,2室1厅1厨1卫,高楼层 (共17层),['共17层'],有,精装,89㎡,南,普通住宅,2,2018-12-30,169,18989,1.1187768809285334
东湖高新,光谷东,朗诗里程,2014,2014,28栋,4061户,近11号线光谷六路站,南京朗诗物业管理有限公司武汉分公司,1.99元/平米/月,武汉朗华置业有限公司,板楼,https://wh.lianjia.com/ershoufang/104101827376.html,光谷东 11号线地铁口 朗诗里程 三室户型 户型方正,3室2厅1厨1卫,低楼层 (共18层),['共18层'],有,毛坯,89㎡,南 北,普通住宅,38,2019-03-02,143,16068,0.9466800212101573
东湖高新,民族大道,保利时代,2014,2014,34栋,7710户,暂无地铁,保利（武汉）物业管理有限公司,2.9至6元/平米/月,武汉保利金谷房地产开发有限公司,塔楼/板楼/塔板结合,https://wh.lianjia.com/ershoufang/104101714981.html,保利时代精装小两房 小区中间位置 满两年,2室2厅1厨1卫,高楼层 (共33层),['共33层'],有,精装,72.78㎡,南,普通住宅,37,2019-01-16,205,28168,1.0756482224004278
东湖高新,民族大道,保利时代,2014,2014,34栋,7710户,暂无地铁,保利（武汉）物业管理有限公司,2.9至6元/平米/月,武汉保利金谷房地产开发有限公司,塔楼/板楼/塔板结合,https://wh.lianjia.com/ershoufang/104101114607.html,保利时代精装大三房，三房两卫。中间楼层,3室2厅1厨2卫,低楼层 (共34层),['共34层'],有,精装,108.06㎡,南 北,普通住宅,45,2018-07-15,319,29521,1.1273150800015275
东湖高新,民族大道,保利时代,2014,2014,34栋,7710户,暂无地铁,保利（武汉）物业管理有限公司,2.9至6元/平米/月,武汉保利金谷房地产开发有限公司,塔楼/板楼/塔板结合,https://wh.lianjia.com/ershoufang/104101679848.html,保利时代 南北通透 双卫生间 满二年毛坯,3室2厅1厨2卫,低楼层 (共33层),['共33层'],有,毛坯,108.49㎡,南 北,普通住宅,39,2019-01-03,290,26731,1.0207736663229847
东湖高新,民族大道,保利时代,2014,2014,34栋,7710户,暂无地铁,保利（武汉）物业管理有限公司,2.9至6元/平米/月,武汉保利金谷房地产开发有限公司,塔楼/板楼/塔板结合,https://wh.lianjia.com/ershoufang/104101986483.html,保利时代  中高楼层  南北通透双阳台  看房方便,3室2厅1厨1卫,高楼层 (共33层),['共33层'],有,简装,105.06㎡,南 北,普通住宅,20,2019-04-04,290,27604,1.0541108183449803
东湖高新,民族大道,保利时代,2014,2014,34栋,7710户,暂无地铁,保利（武汉）物业管理有限公司,2.9至6元/平米/月,武汉保利金谷房地产开发有限公司,塔楼/板楼/塔板结合,https://wh.lianjia.com/ershoufang/104102145416.html,保利时代 南北通透 满两年 精装修一天未住 高楼层,3室2厅1厨1卫,高楼层 (共33层),['共33层'],有,精装,105.85㎡,南 北,普通住宅,7,2019-05-08,290,27398,1.0462443197006148
东湖高新,民族大道,保利时代,2014,2014,34栋,7710户,暂无地铁,保利（武汉）物业管理有限公司,2.9至6元/平米/月,武汉保利金谷房地产开发有限公司,塔楼/板楼/塔板结合,https://wh.lianjia.com/ershoufang/104101217672.html,保利时代南北通透三房，高楼层，视野开阔,3室2厅1厨1卫,高楼层 (共33层),['共33层'],有,毛坯,106.23㎡,南 北,普通住宅,45,2018-08-20,285,26829,1.0245159812120517
东湖高新,民族大道,保利时代,2014,2014,34栋,7710户,暂无地铁,保利（武汉）物业管理有限公司,2.9至6元/平米/月,武汉保利金谷房地产开发有限公司,塔楼/板楼/塔板结合,https://wh.lianjia.com/ershoufang/104101345976.html,保利时代天悦，小三房，中间位置开发商精装,3室2厅1厨1卫,低楼层 (共45层),['共45层'],有,精装,96.71㎡,南 西,普通住宅,14,2018-09-20,257,26575,1.0148165120097759
东湖高新,民族大道,保利时代,2014,2014,34栋,7710户,暂无地铁,保利（武汉）物业管理有限公司,2.9至6元/平米/月,武汉保利金谷房地产开发有限公司,塔楼/板楼/塔板结合,https://wh.lianjia.com/ershoufang/104101801728.html,保利时代 开发商精装四房 东边户 不临街,4室2厅1厨2卫,中楼层 (共45层),['共45层'],有,精装,147㎡,南 北,普通住宅,6,2019-02-24,435,29592,1.13002634895177
东湖高新,民族大道,保利时代,2014,2014,34栋,7710户,暂无地铁,保利（武汉）物业管理有限公司,2.9至6元/平米/月,武汉保利金谷房地产开发有限公司,塔楼/板楼/塔板结合,https://wh.lianjia.com/ershoufang/104102031290.html,保利时代全南向两居室 居家精装修 看房方便,2室2厅1厨1卫,低楼层 (共33层),['共33层'],有,精装,73.17㎡,南,普通住宅,12,2019-04-14,198,27061,1.0333753389086189
东湖高新,民族大道,保利时代,2014,2014,34栋,7710户,暂无地铁,保利（武汉）物业管理有限公司,2.9至6元/平米/月,武汉保利金谷房地产开发有限公司,塔楼/板楼/塔板结合,https://wh.lianjia.com/ershoufang/104101828493.html,保利时代天悦 小区中间位置 开发商精装 可看南湖,3室2厅1厨1卫,高楼层 (共45层),['共45层'],有,精装,97㎡,南 西,普通住宅,71,2019-03-02,253,26083,0.9960285637911941
东湖高新,民族大道,保利时代,2014,2014,34栋,7710户,暂无地铁,保利（武汉）物业管理有限公司,2.9至6元/平米/月,武汉保利金谷房地产开发有限公司,塔楼/板楼/塔板结合,https://wh.lianjia.com/ershoufang/104100925948.html,保利时代三房两卫，南北通透，明厨明卫，诚心出售,3室2厅1厨2卫,低楼层 (共34层),['共34层'],有,简装,113.4㎡,南 北,普通住宅,72,2018-04-16,290,25574,0.9765914385000191
东湖高新,民族大道,保利时代,2014,2014,34栋,7710户,暂无地铁,保利（武汉）物业管理有限公司,2.9至6元/平米/月,武汉保利金谷房地产开发有限公司,塔楼/板楼/塔板结合,https://wh.lianjia.com/ershoufang/104101419053.html,保利时代 业主自住精装修 诚心出售,3室2厅1厨1卫,低楼层 (共34层),['共34层'],有,精装,93.46㎡,南,普通住宅,28,2018-10-12,262,28034,1.0705311795929278
东湖高新,民族大道,保利时代,2014,2014,34栋,7710户,暂无地铁,保利（武汉）物业管理有限公司,2.9至6元/平米/月,武汉保利金谷房地产开发有限公司,塔楼/板楼/塔板结合,https://wh.lianjia.com/ershoufang/104102164615.html,保利时代 大三房 装修60万 满两年 业主诚心出售,3室2厅1厨2卫,高楼层 (共34层),['共34层'],有,精装,113.4㎡,南,普通住宅,14,2019-05-12,350,30865,1.178638255623019
东湖高新,民族大道,保利时代,2014,2014,34栋,7710户,暂无地铁,保利（武汉）物业管理有限公司,2.9至6元/平米/月,武汉保利金谷房地产开发有限公司,塔楼/板楼/塔板结合,https://wh.lianjia.com/ershoufang/104102178436.html,房子满两年，中高楼层， 南北通透户型方正,3室2厅1厨1卫,高楼层 (共34层),['共34层'],有,简装,106.13㎡,南 北,普通住宅,12,2019-05-14,285,26854,1.02547065337763
